location,pm25,pm10,co2,timestamp
Andheri,173.66,263.29,945.03,2024-11-25 23:14:28
Kandivali East,308.61,436.48,670.08,2024-11-25 23:14:33
Kurla,235.72,41.67,4988.3,2024-11-25 23:14:38
Kandivali East,157.8,465.66,814.46,2024-11-25 23:14:43
Santacruz,209.26,163.19,3598.48,2024-11-25 23:14:48
Bhayandar,51.69,46.49,4595.76,2024-11-25 23:14:53
Parel,403.96,135.86,2667.61,2024-11-25 23:14:58
Versova,230.99,328.41,2891.0,2024-11-25 23:15:03
Khar,453.46,376.65,4579.26,2024-11-25 23:15:08
Vile Parle,187.47,440.17,4528.3,2024-11-25 23:15:13
Kandivali East,356.59,432.66,2978.28,2024-11-25 23:15:18
Sion,8.33,234.03,1748.07,2024-11-25 23:15:23
Worli,83.52,263.57,1129.0,2024-11-25 23:15:28
Santacruz,200.26,169.42,620.33,2024-11-25 23:15:33
Vile Parle,407.42,231.69,3670.36,2024-11-25 23:15:38
Thane,0.79,208.78,1540.02,2024-11-25 23:15:43
Saki Naka,418.13,249.63,3229.46,2024-11-25 23:15:48
Bhayandar,314.13,246.36,3448.23,2024-11-25 23:15:53
Kandivali East,128.32,22.3,1777.93,2024-11-25 23:15:58
Bhayandar,478.25,411.04,4415.82,2024-11-25 23:16:03
Malad,314.84,203.28,2901.19,2024-11-25 23:16:08
Matunga,432.8,325.79,3214.3,2024-11-25 23:16:14
Kurla,259.51,432.31,4049.94,2024-11-25 23:16:19
Dahisar,359.06,96.04,2921.76,2024-11-25 23:16:24
Vile Parle,33.81,52.03,2396.7,2024-11-25 23:16:29
Vile Parle,22.53,465.94,2515.57,2024-11-25 23:16:34
Marine Drive,361.52,124.26,618.7,2024-11-25 23:16:39
Saki Naka,18.41,424.49,1261.61,2024-11-25 23:16:44
Matunga,96.97,323.29,2922.99,2024-11-25 23:16:49
Vashi,284.64,142.86,2244.45,2024-11-25 23:16:54
Parel,284.12,276.45,2674.34,2024-11-25 23:16:59
Mulund,415.0,400.63,2722.19,2024-11-25 23:17:04
Worli,311.82,376.05,4031.21,2024-11-25 23:17:09
Mulund,471.88,373.5,2873.67,2024-11-25 23:17:14
Dahisar,241.17,252.7,4176.87,2024-11-25 23:17:19
Versova,83.02,464.39,3244.23,2024-11-25 23:17:24
Marine Drive,60.67,222.51,741.6,2024-11-25 23:17:29
Kandivali East,370.27,226.07,3085.74,2024-11-25 23:17:34
Vile Parle,424.75,204.93,4833.74,2024-11-25 23:17:39
Sion,56.67,203.77,1767.63,2024-11-25 23:17:44
Santacruz,45.96,173.56,4140.62,2024-11-25 23:17:49
Vile Parle,488.5,461.89,2626.41,2024-11-25 23:17:54
Kandivali,416.69,51.79,2011.33,2024-11-25 23:17:59
Lower Parel,230.32,246.88,3730.11,2024-11-25 23:18:04
Chembur,458.27,100.71,4205.4,2024-11-25 23:18:09
Vile Parle,57.45,345.62,4575.66,2024-11-25 23:18:14
Versova,450.47,437.91,2043.93,2024-11-25 23:18:19
Ghatkopar,470.49,194.65,4425.88,2024-11-25 23:18:24
Malad,187.49,191.12,4641.9,2024-11-25 23:18:29
Malad,448.59,241.51,2460.73,2024-11-25 23:18:34
Colaba,272.37,375.1,4585.6,2024-11-25 23:18:39
Mahalaxmi,483.44,446.71,4748.99,2024-11-25 23:18:44
Borivali,71.61,196.88,4124.88,2024-11-25 23:18:49
Mulund,347.2,402.84,3790.19,2024-11-25 23:18:54
Jogeshwari,179.72,498.06,3767.44,2024-11-25 23:18:59
Sion,63.01,324.53,1205.01,2024-11-25 23:19:04
Nariman Point,106.03,405.82,4943.16,2024-11-25 23:19:09
Bhayandar,368.98,377.29,2601.83,2024-11-25 23:19:14
Kandivali West,402.22,303.83,1417.74,2024-11-25 23:19:19
Vashi,82.88,453.12,3639.12,2024-11-25 23:19:24
Versova,332.25,340.77,3640.05,2024-11-25 23:19:29
Kurla,278.15,158.23,3772.03,2024-11-25 23:19:34
Kandivali,202.27,66.4,2790.8,2024-11-25 23:19:39
Colaba,205.95,227.3,944.0,2024-11-25 23:19:44
Sion,167.33,372.39,1516.1,2024-11-25 23:19:49
Thane,399.45,161.19,3881.7,2024-11-25 23:19:54
Sion,282.9,125.84,4873.36,2024-11-25 23:20:00
Sion,355.87,34.21,1773.6,2024-11-25 23:20:05
Khar,279.85,247.19,3024.37,2024-11-25 23:20:10
Versova,367.13,404.25,3456.76,2024-11-25 23:20:15
Andheri,383.51,147.39,2648.32,2024-11-25 23:20:20
Saki Naka,365.67,444.49,2473.34,2024-11-25 23:20:25
Vile Parle,492.79,447.92,4997.86,2024-11-25 23:20:30
Matunga,289.48,252.58,3868.59,2024-11-25 23:20:35
Borivali,85.31,259.1,2505.91,2024-11-25 23:20:40
Vashi,220.13,100.98,800.84,2024-11-25 23:20:45
Kandivali East,342.11,417.71,3147.08,2024-11-25 23:20:50
Thane,315.08,264.85,1045.31,2024-11-25 23:20:55
Sion,351.35,303.17,709.11,2024-11-25 23:21:00
Versova,375.32,218.91,4379.23,2024-11-25 23:21:05
Prabhadevi,442.26,431.32,4516.05,2024-11-25 23:21:10
Kandivali West,454.61,431.81,4732.12,2024-11-25 23:21:15
Dahisar,166.52,214.15,1883.0,2024-11-25 23:21:20
Dahisar,260.03,274.83,2419.99,2024-11-25 23:21:25
Kandivali West,305.89,250.38,1554.95,2024-11-25 23:21:30
Kandivali East,451.38,157.37,2755.11,2024-11-25 23:21:35
Kandivali West,185.68,45.67,2845.99,2024-11-25 23:21:40
Bandra,464.44,401.93,800.31,2024-11-25 23:21:45
Prabhadevi,456.34,144.85,4188.23,2024-11-25 23:21:50
Chembur,482.8,277.89,3551.98,2024-11-25 23:21:55
Sion,72.18,346.12,4611.6,2024-11-25 23:22:00
Marine Drive,379.27,82.66,415.52,2024-11-25 23:22:05
Dadar,463.08,388.04,4150.04,2024-11-25 23:22:10
Chembur,387.13,449.08,4041.59,2024-11-25 23:22:15
Sion,144.48,411.45,4620.09,2024-11-25 23:22:20
Jogeshwari,186.82,365.33,4563.08,2024-11-25 23:22:25
Marine Drive,444.63,348.9,4686.65,2024-11-25 23:22:30
Vile Parle,399.86,95.51,4316.72,2024-11-25 23:22:36
Kurla,327.11,292.84,1333.36,2024-11-25 23:22:41
Prabhadevi,186.65,294.61,2453.97,2024-11-25 23:22:46
Kurla,262.48,102.2,3125.88,2024-11-25 23:22:51
Versova,49.37,90.35,553.21,2024-11-25 23:22:56
Mahalaxmi,69.79,360.17,3109.77,2024-11-25 23:23:01
Mulund,483.38,114.97,3281.13,2024-11-25 23:23:06
Borivali,329.57,84.42,2687.36,2024-11-25 23:23:11
Mahalaxmi,50.83,63.34,3637.85,2024-11-25 23:23:16
Matunga,401.91,379.25,1333.32,2024-11-25 23:23:21
Dahisar,259.1,342.85,2364.26,2024-11-25 23:23:26
Ghatkopar,262.94,172.74,4026.26,2024-11-25 23:23:31
Saki Naka,197.75,438.7,4102.93,2024-11-25 23:23:36
Kandivali West,426.8,90.89,518.64,2024-11-25 23:23:41
Vashi,473.36,239.56,4361.71,2024-11-25 23:23:46
Dadar,255.54,451.62,1839.77,2024-11-25 23:23:51
Borivali,432.53,183.34,1123.36,2024-11-25 23:23:56
Kandivali West,280.36,218.11,1088.0,2024-11-25 23:24:01
Dadar,306.69,386.15,4346.9,2024-11-25 23:24:06
Santacruz,188.48,12.57,3963.5,2024-11-25 23:24:11
Parel,477.45,241.42,3471.73,2024-11-25 23:24:16
Bandra,448.7,129.83,3733.45,2024-11-25 23:24:21
Mahalaxmi,304.63,341.88,874.41,2024-11-25 23:24:26
Santacruz,450.08,162.33,4490.24,2024-11-25 23:24:31
Bhayandar,191.76,467.84,2242.34,2024-11-25 23:24:36
Parel,234.08,259.31,706.05,2024-11-25 23:24:41
Kandivali West,248.54,76.22,632.8,2024-11-25 23:24:46
Dahisar,471.57,403.33,606.24,2024-11-25 23:24:51
Borivali,282.28,338.75,2115.16,2024-11-25 23:24:56
Jogeshwari,276.36,200.31,3994.44,2024-11-25 23:25:01
Chembur,89.4,467.38,4165.64,2024-11-25 23:25:06
Andheri,255.94,211.36,518.69,2024-11-25 23:25:11
Sion,273.36,197.81,3836.55,2024-11-25 23:25:16
Prabhadevi,160.74,214.32,4235.87,2024-11-25 23:25:21
Thane,253.33,55.91,2604.8,2024-11-25 23:25:26
Colaba,334.86,222.23,1561.22,2024-11-25 23:25:31
Matunga,93.2,409.16,1682.51,2024-11-25 23:25:36
Sion,186.83,310.09,594.05,2024-11-25 23:25:41
Mahalaxmi,253.85,106.97,3984.3,2024-11-25 23:25:46
Lower Parel,344.18,364.0,3031.08,2024-11-25 23:25:51
Vile Parle,359.8,477.06,2109.27,2024-11-25 23:25:56
Prabhadevi,44.64,330.59,4459.04,2024-11-25 23:26:01
Andheri,155.54,489.79,3737.76,2024-11-25 23:26:06
Parel,9.33,9.26,4246.42,2024-11-25 23:26:12
Jogeshwari,116.92,137.99,2979.7,2024-11-25 23:26:17
Ghatkopar,448.14,297.92,3492.78,2024-11-25 23:26:22
Kurla,442.44,241.64,2216.56,2024-11-25 23:26:27
Mulund,381.49,406.59,4530.69,2024-11-25 23:26:32
Matunga,67.55,59.84,1385.46,2024-11-25 23:26:37
Kandivali East,387.59,364.13,3885.66,2024-11-25 23:26:42
Colaba,321.33,439.72,3674.92,2024-11-25 23:26:47
Versova,46.19,46.96,1210.06,2024-11-25 23:26:52
Dadar,304.85,180.35,1963.06,2024-11-25 23:26:57
Dahisar,17.15,263.39,4468.01,2024-11-25 23:27:02
Nariman Point,408.98,221.41,2468.84,2024-11-25 23:27:07
Dadar,181.29,55.39,2054.36,2024-11-25 23:27:12
Matunga,35.28,489.52,941.42,2024-11-25 23:27:17
Kandivali East,166.34,302.38,3266.13,2024-11-25 23:27:22
Parel,55.93,18.36,1546.07,2024-11-25 23:27:27
Worli,431.99,26.5,1435.34,2024-11-25 23:27:32
Kurla,429.87,258.46,3690.08,2024-11-25 23:27:37
Dahisar,394.31,292.43,2815.43,2024-11-25 23:27:42
Vashi,478.86,227.1,3898.83,2024-11-25 23:27:47
Lower Parel,219.03,3.78,4361.62,2024-11-25 23:27:52
Sion,41.5,226.88,2304.02,2024-11-25 23:27:57
Prabhadevi,273.62,226.44,1135.46,2024-11-25 23:28:02
Prabhadevi,330.49,185.3,2994.67,2024-11-25 23:28:07
Mulund,322.52,425.18,2051.98,2024-11-25 23:28:12
Jogeshwari,180.91,121.6,3817.88,2024-11-25 23:28:17
Parel,197.5,499.91,3971.81,2024-11-25 23:28:22
Matunga,483.33,172.57,4180.08,2024-11-25 23:28:27
Kurla,272.65,490.85,3366.4,2024-11-25 23:28:32
Mahalaxmi,381.91,18.37,1739.9,2024-11-25 23:28:37
Mulund,109.55,386.22,3156.94,2024-11-25 23:28:42
Khar,1.29,410.07,3031.56,2024-11-25 23:28:47
Lower Parel,475.37,274.04,1759.4,2024-11-25 23:28:52
Kandivali,246.56,367.46,1301.7,2024-11-25 23:28:57
Kandivali East,380.44,388.07,1018.22,2024-11-25 23:29:03
Santacruz,51.08,11.53,434.51,2024-11-25 23:29:08
Sion,198.16,28.9,2553.37,2024-11-25 23:29:13
Malad,89.03,275.33,2875.29,2024-11-25 23:29:18
Mulund,126.93,273.04,387.72,2024-11-25 23:29:23
Jogeshwari,179.78,36.97,4013.9,2024-11-25 23:29:28
Bandra,464.7,303.58,1328.18,2024-11-25 23:29:33
Kurla,382.75,468.05,3545.17,2024-11-25 23:29:38
Thane,388.97,76.65,300.33,2024-11-25 23:29:43
Prabhadevi,98.64,30.38,743.21,2024-11-25 23:29:48
Andheri,423.64,112.03,3559.73,2024-11-25 23:29:53
Chembur,135.49,241.15,4553.58,2024-11-25 23:29:58
Matunga,138.57,410.04,2938.55,2024-11-25 23:30:03
Versova,383.7,66.91,2200.45,2024-11-25 23:30:08
Ghatkopar,450.64,309.64,3068.45,2024-11-25 23:30:13
Jogeshwari,174.97,343.15,1520.26,2024-11-25 23:30:18
Mahalaxmi,415.47,386.22,3393.85,2024-11-25 23:30:23
Marine Drive,81.49,304.36,1645.14,2024-11-25 23:30:28
Borivali,15.06,328.57,562.96,2024-11-25 23:30:33
Lower Parel,263.79,172.99,3225.76,2024-11-25 23:30:38
Parel,475.1,31.48,3495.75,2024-11-25 23:30:43
Dahisar,63.29,56.2,4317.62,2024-11-25 23:30:48
Worli,441.68,78.86,4721.29,2024-11-25 23:30:53
Jogeshwari,130.97,322.51,4876.62,2024-11-25 23:30:58
Vashi,341.2,462.09,602.77,2024-11-25 23:31:03
Khar,141.88,56.8,312.34,2024-11-25 23:31:08
Thane,476.3,417.45,2573.31,2024-11-25 23:31:13
Ghatkopar,235.57,315.79,1327.18,2024-11-25 23:31:18
Mulund,329.2,444.3,2146.82,2024-11-25 23:31:23
Worli,435.59,370.65,1270.52,2024-11-25 23:31:28
Malad,227.16,125.44,2845.24,2024-11-25 23:31:33
Dahisar,237.12,407.86,1297.71,2024-11-25 23:31:38
Thane,360.4,122.82,3529.82,2024-11-25 23:31:43
Chembur,418.71,238.4,2139.59,2024-11-25 23:31:48
Prabhadevi,342.76,402.23,498.02,2024-11-25 23:31:53
Matunga,447.27,414.7,3224.95,2024-11-25 23:31:58
Marine Drive,352.77,478.99,4013.88,2024-11-25 23:32:03
Chembur,280.12,475.67,4948.02,2024-11-25 23:32:08
Santacruz,50.93,249.01,3794.16,2024-11-25 23:32:13
Bandra,72.91,486.23,2032.23,2024-11-25 23:32:18
Nariman Point,96.58,44.73,787.49,2024-11-25 23:32:23
Chembur,455.88,94.1,3403.77,2024-11-25 23:32:28
Kurla,157.95,446.57,3500.35,2024-11-25 23:32:33
Andheri,418.53,73.7,3953.85,2024-11-25 23:32:38
Vile Parle,404.68,42.82,4765.09,2024-11-25 23:32:43
Saki Naka,257.18,78.53,369.34,2024-11-25 23:32:48
Jogeshwari,272.49,160.36,502.05,2024-11-25 23:32:53
Marine Drive,276.7,64.19,3905.13,2024-11-25 23:32:58
Dahisar,478.56,436.84,4897.44,2024-11-25 23:33:03
Dadar,356.16,18.65,4082.59,2024-11-25 23:33:08
Chembur,165.04,179.95,587.47,2024-11-25 23:33:13
Thane,168.49,302.54,933.02,2024-11-25 23:33:18
Dadar,163.13,276.3,1362.27,2024-11-25 23:33:23
Mahalaxmi,495.56,302.98,474.94,2024-11-25 23:33:28
Kandivali East,145.52,409.49,1451.94,2024-11-25 23:33:33
Nariman Point,16.36,381.68,3994.01,2024-11-25 23:33:38
Jogeshwari,297.78,42.0,2639.62,2024-11-25 23:33:43
Kurla,154.91,323.04,1348.7,2024-11-25 23:33:48
Prabhadevi,401.2,140.32,2864.57,2024-11-26 10:08:55
Kandivali West,184.54,474.63,2453.62,2024-11-26 10:09:00
Lower Parel,79.23,214.13,2875.24,2024-11-26 10:09:05
Worli,208.44,234.09,3831.14,2024-11-26 10:09:10
Nariman Point,114.33,493.85,3202.45,2024-11-26 10:09:15
Mahalaxmi,461.8,29.86,3751.87,2024-11-26 10:09:20
Ghatkopar,326.52,48.19,450.53,2024-11-26 10:09:25
Santacruz,422.31,38.42,3588.3,2024-11-26 10:09:30
Mulund,420.84,342.57,3480.6,2024-11-26 10:09:35
Saki Naka,239.8,38.2,3691.14,2024-11-26 10:09:40
Parel,144.27,356.5,1925.53,2024-11-26 10:09:45
Nariman Point,243.72,330.55,1768.96,2024-11-26 10:09:50
Mahalaxmi,312.69,26.16,2158.24,2024-11-26 10:09:55
Kandivali,491.54,491.61,892.1,2024-11-26 10:10:00
Versova,61.52,123.07,2481.31,2024-11-26 10:10:05
Dahisar,323.48,137.66,728.98,2024-11-26 10:10:10
Mahalaxmi,247.55,202.57,3062.46,2024-11-26 10:10:15
Colaba,43.95,332.15,1988.23,2024-11-26 10:10:20
Colaba,160.51,137.51,3468.68,2024-11-26 10:10:25
Vashi,437.91,98.23,4370.65,2024-11-26 10:10:30
Nariman Point,350.51,425.6,2205.01,2024-11-26 10:10:35
Vashi,123.86,220.45,2204.88,2024-11-26 10:10:40
Chembur,56.56,238.75,3900.31,2024-11-26 10:10:45
Thane,337.54,333.47,2006.27,2024-11-26 10:10:50
Nariman Point,116.69,344.14,2868.74,2024-11-26 10:10:55
Kurla,138.94,243.64,1619.91,2024-11-26 10:11:00
Vashi,213.93,457.69,1380.27,2024-11-26 10:11:05
Versova,118.75,480.28,2619.97,2024-11-26 10:11:10
Parel,358.16,345.23,4647.87,2024-11-26 10:11:15
Sion,473.85,341.05,2260.1,2024-11-26 10:11:20
Kurla,46.39,149.24,549.67,2024-11-26 10:11:25
Worli,226.64,320.93,871.72,2024-11-26 10:11:30
Mulund,192.76,269.95,3845.38,2024-11-26 10:11:35
Colaba,448.49,7.95,528.67,2024-11-26 10:11:40
Worli,244.81,476.72,1110.58,2024-11-26 10:11:45
Bandra,348.03,206.47,1973.79,2024-11-26 10:11:50
Bandra,73.67,326.72,3935.39,2024-11-26 10:11:55
Marine Drive,395.59,281.56,3463.63,2024-11-26 10:12:00
Mahalaxmi,69.91,128.53,1331.73,2024-11-26 10:12:05
Borivali,467.2,28.12,3967.38,2024-11-26 10:12:10
Kandivali East,438.3,56.51,500.67,2024-11-26 10:12:15
Dadar,76.3,319.89,3071.35,2024-11-26 10:12:20
Saki Naka,43.01,375.53,1679.73,2024-11-26 10:12:25
Thane,114.13,146.06,993.71,2024-11-26 10:12:30
Lower Parel,449.76,263.79,4653.85,2024-11-26 10:12:35
Marine Drive,102.9,492.64,3422.67,2024-11-26 10:12:40
Mahalaxmi,12.83,71.91,3825.9,2024-11-26 10:12:45
Jogeshwari,224.68,449.37,2466.02,2024-11-26 10:12:50
Kandivali East,4.53,451.11,1094.74,2024-11-26 10:12:55
Kurla,343.11,414.9,4418.02,2024-11-26 10:13:00
Mulund,82.36,210.44,1867.24,2024-11-26 10:13:05
Dahisar,11.63,74.8,2429.2,2024-11-26 10:13:10
Dahisar,202.64,49.87,4405.28,2024-11-26 10:13:15
Andheri,44.25,25.76,3267.75,2024-11-26 10:13:20
Sion,246.38,269.04,1178.3,2024-11-26 10:13:25
Mahalaxmi,252.5,436.73,4192.29,2024-11-26 10:13:30
Kurla,120.28,398.89,3389.02,2024-11-26 10:13:35
Kandivali West,33.7,208.61,4950.04,2024-11-26 10:13:40
Saki Naka,298.53,193.9,4052.15,2024-11-26 10:13:45
Khar,225.62,376.96,769.02,2024-11-26 10:13:50
Kurla,129.79,258.35,2237.9,2024-11-26 10:13:55
Matunga,40.95,310.25,2156.08,2024-11-26 10:14:00
Versova,36.91,124.12,3835.45,2024-11-26 10:14:05
Sion,492.07,363.42,1826.91,2024-11-26 10:14:10
Chembur,3.89,103.9,534.17,2024-11-26 10:14:16
Kurla,135.19,20.09,4654.11,2024-11-26 10:14:21
Prabhadevi,480.66,87.11,1938.48,2024-11-26 10:14:26
Kurla,289.74,389.02,736.76,2024-11-26 10:14:31
Khar,364.88,35.48,1660.0,2024-11-26 10:14:36
Sion,220.66,360.99,2861.96,2024-11-26 10:14:41
Saki Naka,445.65,155.37,1668.82,2024-11-26 10:14:46
Kandivali West,477.84,452.82,4699.99,2024-11-26 10:14:51
Jogeshwari,488.15,207.59,4018.74,2024-11-26 10:14:56
Lower Parel,100.41,111.54,1884.92,2024-11-26 10:15:01
Kandivali West,183.43,488.7,4755.64,2024-11-26 10:15:06
Colaba,220.99,289.26,2598.15,2024-11-26 10:15:11
Andheri,131.6,253.3,3737.58,2024-11-26 10:15:16
Ghatkopar,466.36,395.91,2428.98,2024-11-26 10:15:21
Marine Drive,122.58,360.64,973.22,2024-11-26 10:15:26
Mahalaxmi,498.78,271.31,3825.67,2024-11-26 10:15:31
Santacruz,230.57,480.87,2192.78,2024-11-26 10:15:36
Chembur,158.57,174.62,4072.94,2024-11-26 10:15:41
Kandivali East,477.02,163.56,3853.25,2024-11-26 10:15:46
Bhayandar,126.6,204.08,1930.97,2024-11-26 10:15:51
Worli,176.1,274.23,1659.48,2024-11-26 10:15:56
Thane,305.21,229.63,730.44,2024-11-26 10:16:01
Bandra,319.46,440.2,4742.91,2024-11-26 10:16:06
Kandivali West,149.23,91.6,3322.75,2024-11-26 10:16:11
Mahalaxmi,172.76,484.3,1835.49,2024-11-26 10:16:16
Sion,275.59,453.58,3932.61,2024-11-26 10:16:21
Saki Naka,83.7,53.3,3129.82,2024-11-26 10:16:26
Khar,187.57,162.02,1012.21,2024-11-26 10:16:31
Bhayandar,329.83,198.72,3932.37,2024-11-26 10:16:36
Colaba,183.28,119.11,1573.21,2024-11-26 10:16:41
Vile Parle,95.45,215.29,1372.18,2024-11-26 10:16:46
Kandivali West,250.09,273.48,4859.26,2024-11-26 10:16:51
Borivali,273.28,268.58,4375.93,2024-11-26 10:16:56
Worli,273.92,78.28,3164.21,2024-11-26 10:17:01
Colaba,184.48,352.05,4490.25,2024-11-26 10:17:06
Sion,91.15,163.95,2865.17,2024-11-26 10:17:11
Jogeshwari,144.98,329.72,2955.28,2024-11-26 10:17:16
Ghatkopar,90.98,265.57,3704.59,2024-11-26 10:17:21
Kandivali,468.71,0.75,2496.24,2024-11-26 10:17:26
Thane,242.66,498.29,3494.98,2024-11-26 10:17:31
Jogeshwari,328.8,339.79,4545.06,2024-11-26 10:17:36
Khar,204.87,296.58,504.36,2024-11-26 10:17:41
Sion,126.31,289.43,3223.03,2024-11-26 10:17:46
Dadar,189.6,398.33,597.03,2024-11-26 10:17:51
Sion,71.75,250.59,3573.63,2024-11-26 10:17:56
Khar,436.51,465.66,3008.72,2024-11-26 10:18:01
Mahalaxmi,250.48,57.81,3848.16,2024-11-26 10:18:06
Thane,253.76,115.82,4950.45,2024-11-26 10:18:11
Mahalaxmi,491.06,478.3,1426.38,2024-11-26 10:18:16
Kandivali West,299.95,445.41,1545.51,2024-11-26 10:18:21
Mulund,434.15,433.49,525.83,2024-11-26 10:18:26
Saki Naka,131.74,65.67,2533.21,2024-11-26 10:18:31
Sion,334.42,282.07,3963.27,2024-11-26 10:18:36
Marine Drive,43.2,62.28,1501.76,2024-11-26 10:18:41
Santacruz,369.77,10.96,2887.79,2024-11-26 10:18:46
Chembur,413.16,239.46,442.26,2024-11-26 10:18:51
Mulund,213.3,489.43,3151.21,2024-11-26 10:18:56
Kandivali,71.28,499.99,2129.1,2024-11-26 10:19:01
Vashi,90.07,224.52,3234.7,2024-11-26 10:19:06
Colaba,154.34,423.72,3431.57,2024-11-26 10:19:11
Santacruz,307.11,184.53,3069.52,2024-11-26 10:19:16
Khar,490.42,241.07,1186.38,2024-11-26 10:19:21
Sion,391.76,121.53,3741.02,2024-11-26 10:19:26
Bandra,138.8,192.47,2635.09,2024-11-26 10:19:31
Bhayandar,350.74,148.71,1435.21,2024-11-26 10:19:36
Dadar,418.98,393.07,1901.16,2024-11-26 10:19:41
Saki Naka,318.94,195.39,954.18,2024-11-26 10:19:46
Khar,341.92,487.87,4897.36,2024-11-26 10:19:51
Parel,367.46,260.85,3912.45,2024-11-26 10:19:56
Lower Parel,189.02,173.87,1920.68,2024-11-26 10:20:01
Kandivali East,360.32,316.67,3183.78,2024-11-26 10:20:06
Lower Parel,497.74,321.18,350.3,2024-11-26 10:20:11
Malad,98.16,102.3,3005.21,2024-11-26 10:20:16
Lower Parel,152.17,204.77,1532.57,2024-11-26 10:20:21
Parel,40.69,22.84,318.07,2024-11-26 10:20:26
Nariman Point,239.37,228.6,2354.61,2024-11-26 10:20:31
Vashi,120.14,223.91,2914.25,2024-11-26 10:20:36
Dadar,446.66,246.5,1782.15,2024-11-26 10:20:41
Khar,248.48,130.8,3256.2,2024-11-26 10:20:46
Vashi,351.12,201.97,4556.47,2024-11-26 10:20:51
Chembur,81.92,379.31,4178.53,2024-11-26 10:20:56
Matunga,301.29,493.76,3252.71,2024-11-26 10:21:01
Versova,170.38,259.1,1674.59,2024-11-26 10:21:06
Bandra,194.15,109.16,4381.49,2024-11-26 10:21:11
Colaba,346.6,125.97,2675.24,2024-11-26 10:21:16
Saki Naka,169.8,299.78,2656.21,2024-11-26 10:21:21
Ghatkopar,100.06,152.85,3436.42,2024-11-26 10:21:26
Jogeshwari,421.19,239.37,4468.03,2024-11-26 10:21:31
Marine Drive,466.59,100.52,1023.33,2024-11-26 10:21:36
Kandivali,121.15,362.3,1871.19,2024-11-26 10:21:41
Jogeshwari,231.76,316.18,2594.06,2024-11-26 10:21:46
Bandra,207.13,88.41,2783.02,2024-11-26 10:21:51
Mulund,133.77,428.95,954.7,2024-11-26 10:21:56
Santacruz,293.31,489.66,3649.38,2024-11-26 10:22:02
Jogeshwari,480.04,420.17,3507.06,2024-11-26 10:22:07
Saki Naka,42.87,450.13,3043.91,2024-11-26 10:22:12
Nariman Point,247.65,430.55,958.69,2024-11-26 10:22:17
Chembur,156.42,213.6,2594.66,2024-11-26 10:22:22
Kurla,123.24,289.64,4152.43,2024-11-26 10:22:27
Ghatkopar,218.74,339.65,1796.53,2024-11-26 10:22:32
Nariman Point,313.29,279.12,1710.71,2024-11-26 10:22:37
Matunga,176.34,7.43,1459.45,2024-11-26 10:22:42
Versova,124.2,173.14,898.19,2024-11-26 10:22:47
Nariman Point,364.83,429.34,3662.2,2024-11-26 10:22:52
Khar,438.4,75.65,1174.01,2024-11-26 10:22:57
Jogeshwari,379.98,240.71,3065.48,2024-11-26 10:23:02
Kandivali West,115.99,362.64,3538.67,2024-11-26 10:23:07
Mulund,459.43,186.36,3647.43,2024-11-26 10:23:12
Saki Naka,100.47,10.76,598.18,2024-11-26 10:23:17
Nariman Point,231.67,55.9,1194.88,2024-11-26 10:23:22
Prabhadevi,13.08,231.55,3403.02,2024-11-26 10:23:27
Versova,74.68,35.02,2398.47,2024-11-26 10:23:32
Santacruz,152.1,144.1,2393.19,2024-11-26 10:23:37
Kandivali East,481.46,297.37,4351.69,2024-11-26 10:23:42
Parel,322.52,36.38,3655.01,2024-11-26 10:23:47
Kandivali West,14.48,108.44,4953.19,2024-11-26 10:23:52
Khar,114.5,25.61,3775.41,2024-11-26 10:23:57
Kurla,177.51,173.82,3496.18,2024-11-26 10:24:02
Vashi,336.11,345.74,4114.47,2024-11-26 10:24:07
Mulund,276.2,187.87,1678.84,2024-11-26 10:24:12
Chembur,88.77,180.94,2049.97,2024-11-26 10:24:17
Borivali,406.96,213.05,2191.05,2024-11-26 10:24:22
Dadar,329.89,122.16,2204.8,2024-11-26 10:24:27
Malad,491.14,342.57,4149.31,2024-11-26 10:24:32
Bhayandar,358.44,170.36,310.1,2024-11-26 10:24:37
Jogeshwari,436.11,249.38,3869.53,2024-11-26 10:24:42
Sion,249.71,22.45,3751.2,2024-11-26 10:24:47
Kandivali,297.74,72.03,1262.39,2024-11-26 10:24:52
Lower Parel,418.93,68.56,1463.51,2024-11-26 10:24:57
Kandivali,32.26,258.22,728.82,2024-11-26 10:25:02
Saki Naka,197.34,143.73,1044.33,2024-11-26 10:25:07
Sion,469.25,119.08,2779.11,2024-11-26 10:25:12
Marine Drive,443.58,41.5,2086.79,2024-11-26 10:25:17
Kandivali West,84.79,241.15,3209.57,2024-11-26 10:25:22
Vashi,407.17,232.16,2838.73,2024-11-26 10:25:27
Mahalaxmi,382.99,6.06,318.6,2024-11-26 10:25:32
Matunga,362.45,479.66,3001.19,2024-11-26 10:25:37
Malad,5.12,33.22,3555.83,2024-11-26 10:25:42
Versova,36.44,248.92,3371.36,2024-11-26 10:25:47
Kandivali West,481.07,231.19,2534.51,2024-11-26 10:25:52
Santacruz,6.41,278.1,1938.18,2024-11-26 10:25:57
Prabhadevi,350.94,216.03,4923.02,2024-11-26 10:26:02
Mahalaxmi,22.74,492.81,3398.33,2024-11-26 10:26:07
Malad,167.91,211.83,4774.55,2024-11-26 10:26:12
Parel,369.07,404.12,4081.62,2024-11-26 10:26:17
