location,temperature,humidity,rainfall,wind_speed,timestamp
Vashi,-0.21,43,103.49,1.33,2024-11-26 10:17:46
Worli,-3.76,49,123.24,6.37,2024-11-26 10:17:51
Khar,19.13,88,190.11,2.04,2024-11-26 10:17:56
Prabhadevi,-6.1,52,13.44,5.57,2024-11-26 10:18:01
Worli,-3.46,69,149.31,1.03,2024-11-26 10:18:06
Kandivali West,19.45,74,35.01,8.39,2024-11-26 10:18:11
Thane,16.31,44,101.12,8.55,2024-11-26 10:18:16
Andheri,1.96,68,67.15,2.81,2024-11-26 10:18:21
Parel,16.09,30,75.86,11.35,2024-11-26 10:18:26
Bhayandar,11.69,54,43.81,10.99,2024-11-26 10:18:31
Colaba,23.66,81,76.75,1.91,2024-11-26 10:18:36
Chembur,10.87,75,57.64,7.09,2024-11-26 10:18:41
Vile Parle,17.0,70,28.89,12.76,2024-11-26 10:18:46
Dahisar,19.74,33,174.4,12.26,2024-11-26 10:18:51
Lower Parel,16.91,63,48.5,4.98,2024-11-26 10:18:56
Dahisar,0.31,41,23.62,19.39,2024-11-26 10:19:01
Kandivali,-1.97,63,78.82,12.26,2024-11-26 10:19:06
Prabhadevi,36.85,43,109.76,7.15,2024-11-26 10:19:11
Parel,7.93,23,163.38,3.19,2024-11-26 10:19:16
Kandivali East,-7.87,80,100.06,8.33,2024-11-26 10:19:21
Prabhadevi,1.81,23,20.34,8.26,2024-11-26 10:19:26
Mulund,-1.33,58,101.73,14.99,2024-11-26 10:19:31
Bandra,20.75,39,0.63,5.01,2024-11-26 10:19:36
Vashi,6.19,95,135.24,5.38,2024-11-26 10:19:41
Kandivali East,37.8,30,87.13,8.35,2024-11-26 10:19:46
Mulund,-3.26,20,6.14,2.61,2024-11-26 10:19:51
Parel,-0.39,46,132.55,8.87,2024-11-26 10:19:56
Dadar,13.03,78,113.83,5.42,2024-11-26 10:20:01
Malad,24.18,81,153.62,9.71,2024-11-26 10:20:06
Parel,21.17,71,107.04,1.64,2024-11-26 10:20:11
Khar,20.34,47,36.82,0.96,2024-11-26 10:20:16
Versova,-9.93,95,50.25,0.77,2024-11-26 10:20:21
Thane,26.52,45,29.66,1.16,2024-11-26 10:20:26
Chembur,18.24,99,34.28,3.56,2024-11-26 10:20:31
Marine Drive,19.63,28,171.43,2.81,2024-11-26 10:20:36
Vashi,23.46,23,2.29,18.14,2024-11-26 10:20:41
Ghatkopar,-4.16,67,190.8,7.09,2024-11-26 10:20:46
Borivali,13.67,87,133.57,5.65,2024-11-26 10:20:51
Ghatkopar,26.08,64,191.82,6.64,2024-11-26 10:20:56
Vile Parle,13.81,47,185.85,4.76,2024-11-26 10:21:01
Kandivali East,30.3,40,196.83,9.17,2024-11-26 10:21:06
Ghatkopar,-1.39,92,133.03,8.3,2024-11-26 10:21:11
Worli,39.75,52,101.33,16.11,2024-11-26 10:21:16
Kandivali East,-9.46,71,113.4,7.86,2024-11-26 10:21:21
Andheri,12.01,84,4.45,11.67,2024-11-26 10:21:26
Sion,0.05,45,109.04,19.19,2024-11-26 10:21:31
Mulund,36.86,21,66.09,8.89,2024-11-26 10:21:36
Borivali,27.63,24,109.44,14.16,2024-11-26 10:21:41
Thane,3.65,99,66.17,8.26,2024-11-26 10:21:46
Sion,7.63,95,146.81,15.78,2024-11-26 10:21:51
Borivali,10.11,99,4.41,10.64,2024-11-26 10:21:56
Versova,-7.37,85,118.15,10.31,2024-11-26 10:22:02
Sion,24.42,29,87.42,6.02,2024-11-26 10:22:07
Matunga,37.05,31,22.88,19.2,2024-11-26 10:22:12
Kandivali East,-2.04,23,43.67,14.44,2024-11-26 10:22:17
Dadar,4.9,44,97.98,9.74,2024-11-26 10:22:22
Khar,-8.57,41,0.55,12.21,2024-11-26 10:22:27
Lower Parel,-6.69,28,10.2,1.02,2024-11-26 10:22:32
Bhayandar,32.12,45,138.39,15.6,2024-11-26 10:22:37
Prabhadevi,-9.51,37,27.06,8.57,2024-11-26 10:22:42
Ghatkopar,18.87,95,34.38,2.28,2024-11-26 10:22:47
Dahisar,24.33,76,54.7,10.56,2024-11-26 10:22:52
Bhayandar,8.56,37,160.15,5.83,2024-11-26 10:22:57
Mahalaxmi,31.27,89,91.95,11.46,2024-11-26 10:23:02
Marine Drive,26.81,100,144.32,1.09,2024-11-26 10:23:07
Prabhadevi,16.75,70,162.3,12.53,2024-11-26 10:23:12
Santacruz,-4.54,52,28.26,9.98,2024-11-26 10:23:17
Sion,-8.03,80,120.23,17.23,2024-11-26 10:23:22
Lower Parel,7.21,89,71.97,19.92,2024-11-26 10:23:27
Mahalaxmi,1.11,78,43.53,11.6,2024-11-26 10:23:32
Bhayandar,-3.27,93,57.7,3.56,2024-11-26 10:23:37
Santacruz,-3.07,80,174.8,14.65,2024-11-26 10:23:42
Prabhadevi,39.03,34,13.37,10.63,2024-11-26 10:23:47
Chembur,19.46,22,81.13,7.42,2024-11-26 10:23:52
Santacruz,-0.77,25,181.31,1.91,2024-11-26 10:23:57
Versova,-0.71,24,163.88,11.15,2024-11-26 10:24:02
Mulund,16.45,97,165.22,5.59,2024-11-26 10:24:07
Dadar,0.53,46,141.39,15.28,2024-11-26 10:24:12
Jogeshwari,4.24,63,132.26,2.61,2024-11-26 10:24:17
Borivali,29.13,83,76.92,13.78,2024-11-26 10:24:22
Thane,-1.03,32,114.3,18.93,2024-11-26 10:24:27
Khar,-2.34,67,72.66,1.56,2024-11-26 10:24:32
Chembur,13.7,88,103.3,3.08,2024-11-26 10:24:37
Bhayandar,-5.83,31,15.4,18.72,2024-11-26 10:24:42
Bandra,8.07,56,51.0,7.42,2024-11-26 10:24:47
Thane,5.47,23,29.55,19.18,2024-11-26 10:24:52
Malad,-1.4,85,6.89,15.63,2024-11-26 10:24:57
Dadar,26.12,72,58.14,9.79,2024-11-26 10:25:02
Bhayandar,21.13,87,33.26,15.59,2024-11-26 10:25:07
Dadar,12.19,67,113.3,6.55,2024-11-26 10:25:12
Sion,35.55,95,2.7,3.09,2024-11-26 10:25:17
Kandivali East,15.56,42,107.0,0.26,2024-11-26 10:25:22
Worli,17.82,38,89.53,7.0,2024-11-26 10:25:27
Vile Parle,19.02,65,11.32,7.16,2024-11-26 10:25:32
Mulund,23.9,62,156.2,17.13,2024-11-26 10:25:37
Bhayandar,28.62,74,137.59,17.12,2024-11-26 10:25:42
Vile Parle,29.48,29,99.38,5.6,2024-11-26 10:25:47
Dahisar,34.02,28,47.96,12.85,2024-11-26 10:25:52
Worli,31.18,87,182.39,7.49,2024-11-26 10:25:57
Kurla,7.34,67,192.59,1.73,2024-11-26 10:26:02
Bandra,27.72,49,12.7,6.0,2024-11-26 10:26:07
Jogeshwari,5.43,94,179.97,5.52,2024-11-26 10:26:12
Kandivali East,11.91,38,92.5,19.95,2024-11-26 10:26:17
Khar,22.43,70,97.1,8.34,2024-11-26 10:26:22
Versova,-2.66,94,81.81,9.18,2024-11-26 10:26:27
Nariman Point,18.4,30,82.87,6.05,2024-11-26 10:26:32
Nariman Point,24.99,45,38.11,5.51,2024-11-26 10:26:37
Prabhadevi,8.87,90,50.72,2.78,2024-11-26 10:26:42
Santacruz,13.93,37,114.56,10.55,2024-11-26 10:26:47
Malad,11.36,62,112.43,11.0,2024-11-26 10:26:52
Saki Naka,23.91,74,158.31,7.64,2024-11-26 10:26:57
Vile Parle,11.18,35,7.47,11.95,2024-11-26 10:27:02
Bhayandar,29.75,96,9.42,16.21,2024-11-26 10:27:07
Parel,23.45,90,186.55,18.84,2024-11-26 10:27:12
Versova,27.98,72,107.13,19.74,2024-11-26 10:27:17
Kandivali East,4.65,28,182.75,1.99,2024-11-26 10:27:22
Malad,30.85,77,105.13,5.94,2024-11-26 10:27:27
Bandra,36.63,95,84.73,8.77,2024-11-26 10:27:32
Kandivali,37.33,73,198.27,16.19,2024-11-26 10:27:37
Colaba,14.48,46,161.06,8.8,2024-11-26 10:27:42
Bhayandar,-9.76,70,180.1,3.56,2024-11-26 10:27:47
Vashi,20.19,49,32.42,16.36,2024-11-26 10:27:52
Thane,29.45,87,64.51,1.1,2024-11-26 10:27:57
Chembur,-9.31,100,154.51,12.01,2024-11-26 10:28:02
Versova,23.95,22,68.14,4.05,2024-11-26 10:28:07
Borivali,10.38,37,23.2,18.59,2024-11-26 10:28:12
Bandra,30.83,24,121.48,1.16,2024-11-26 10:28:17
Prabhadevi,28.01,57,113.44,13.98,2024-11-26 10:28:22
Andheri,3.74,81,9.34,13.04,2024-11-26 10:28:27
Borivali,-2.87,90,30.74,1.45,2024-11-26 10:28:32
Nariman Point,29.04,57,168.31,16.14,2024-11-26 10:28:37
Malad,1.71,78,187.3,2.77,2024-11-26 10:28:42
Kandivali,16.15,97,150.04,13.31,2024-11-26 10:28:47
Lower Parel,27.09,32,57.73,10.53,2024-11-26 10:28:52
Prabhadevi,20.74,26,38.56,17.54,2024-11-26 10:28:57
Kandivali,2.97,72,165.13,15.09,2024-11-26 10:29:02
Sion,-0.93,93,105.86,16.63,2024-11-26 10:29:07
Malad,-2.49,30,142.3,19.08,2024-11-26 10:29:13
Kandivali West,37.53,41,160.81,13.92,2024-11-26 10:29:18
Lower Parel,-7.37,31,181.11,19.77,2024-11-26 10:29:23
Kandivali West,6.34,91,59.73,5.39,2024-11-26 10:29:28
Santacruz,16.68,87,40.12,17.39,2024-11-26 10:29:33
Bhayandar,27.82,64,162.11,1.65,2024-11-26 10:29:38
Thane,-7.33,60,27.87,0.99,2024-11-26 10:29:43
Kurla,-4.44,97,70.15,3.32,2024-11-26 10:29:48
Lower Parel,17.52,55,177.84,18.25,2024-11-26 10:29:53
Parel,19.33,98,9.53,19.53,2024-11-26 10:29:58
Kurla,13.17,68,105.51,12.21,2024-11-26 10:30:03
Bandra,38.46,39,162.41,11.72,2024-11-26 10:30:08
Parel,6.1,62,63.81,4.12,2024-11-26 10:30:13
Worli,15.67,95,90.66,18.26,2024-11-26 10:30:18
Vashi,23.05,30,129.86,17.4,2024-11-26 10:30:23
Kandivali East,5.81,95,148.38,1.61,2024-11-26 10:30:28
Chembur,39.41,31,70.52,0.74,2024-11-26 10:30:33
Sion,-0.31,84,55.88,4.24,2024-11-26 10:30:38
Mahalaxmi,32.25,63,98.84,2.34,2024-11-26 10:30:43
Malad,27.01,83,153.24,17.02,2024-11-26 10:30:48
Prabhadevi,9.98,71,6.78,6.48,2024-11-26 10:30:53
Marine Drive,13.01,45,104.03,15.8,2024-11-26 10:30:58
Marine Drive,25.28,96,67.32,6.33,2024-11-26 10:31:03
Mahalaxmi,-1.76,97,185.92,15.19,2024-11-26 10:31:08
Nariman Point,11.63,56,138.79,11.08,2024-11-26 10:31:13
Vile Parle,38.84,52,57.61,9.52,2024-11-26 10:31:18
Lower Parel,13.34,36,95.36,11.69,2024-11-26 10:31:23
Dadar,9.56,53,161.93,17.21,2024-11-26 10:31:28
Versova,3.81,90,109.84,8.39,2024-11-26 10:31:33
Kandivali West,21.47,99,86.23,6.22,2024-11-26 10:31:38
Santacruz,-3.29,34,39.21,10.28,2024-11-26 10:31:43
Malad,22.84,44,54.74,17.96,2024-11-26 10:31:48
Marine Drive,10.55,99,167.52,6.72,2024-11-26 10:31:53
Mulund,-7.89,79,138.09,8.91,2024-11-26 10:31:58
Saki Naka,4.03,73,193.92,3.74,2024-11-26 10:32:03
Thane,15.99,73,174.84,3.88,2024-11-26 10:32:08
Prabhadevi,5.95,57,128.67,0.48,2024-11-26 10:32:13
Sion,15.5,86,134.56,15.2,2024-11-26 10:32:18
Bhayandar,26.75,61,165.31,10.11,2024-11-26 10:32:23
Kandivali East,8.24,22,38.51,10.5,2024-11-26 10:32:28
Parel,-6.11,69,30.61,5.39,2024-11-26 10:32:33
Jogeshwari,-5.06,94,26.14,2.49,2024-11-26 10:32:38
Bandra,22.43,37,117.36,7.25,2024-11-26 10:32:43
Prabhadevi,39.59,100,13.83,3.16,2024-11-26 10:32:48
Matunga,28.38,53,129.02,12.2,2024-11-26 10:32:53
Parel,-9.47,78,5.15,1.11,2024-11-26 10:32:58
Lower Parel,29.18,29,114.15,10.99,2024-11-26 10:33:03
Versova,-9.32,57,148.82,10.09,2024-11-26 10:33:08
Mahalaxmi,11.3,72,135.48,17.57,2024-11-26 10:33:13
Kandivali,17.16,59,73.85,7.67,2024-11-26 10:33:18
Bhayandar,32.01,91,37.38,10.01,2024-11-26 10:33:23
Thane,33.64,46,81.25,10.29,2024-11-26 10:33:28
Vashi,-6.51,52,180.27,14.49,2024-11-26 10:33:33
Sion,30.61,51,80.26,1.63,2024-11-26 10:33:38
Kandivali East,22.8,30,139.87,6.08,2024-11-26 10:33:43
Saki Naka,36.5,99,143.61,11.81,2024-11-26 10:33:48
Mulund,5.1,88,197.53,11.02,2024-11-26 10:33:53
Nariman Point,28.34,44,28.47,0.13,2024-11-26 10:33:58
Mulund,-2.69,24,182.37,13.9,2024-11-26 10:34:03
Thane,10.01,39,18.78,15.49,2024-11-26 10:34:08
Mahalaxmi,33.74,93,172.42,7.83,2024-11-26 10:34:13
Worli,-5.42,83,22.63,14.35,2024-11-26 10:34:18
Bhayandar,33.84,67,46.57,13.53,2024-11-26 10:34:23
Prabhadevi,7.52,75,15.67,6.08,2024-11-26 10:34:28
Colaba,-8.86,48,88.8,1.93,2024-11-26 10:34:33
Matunga,9.42,82,185.63,17.18,2024-11-26 10:34:38
Dahisar,-5.63,20,109.36,12.53,2024-11-26 10:34:43
Sion,5.98,25,83.63,6.11,2024-11-26 10:34:48
Chembur,28.79,39,160.44,11.17,2024-11-26 10:34:53
Chembur,21.97,31,2.91,13.46,2024-11-26 10:34:58
Santacruz,33.94,87,129.03,1.92,2024-11-26 10:35:03
Colaba,2.28,90,112.5,6.16,2024-11-26 10:35:08
Kandivali West,9.71,59,165.93,13.11,2024-11-26 10:35:13
Malad,22.15,46,184.13,15.24,2024-11-26 10:35:18
Mulund,33.08,50,22.64,1.27,2024-11-26 10:35:23
Lower Parel,7.15,24,62.86,15.45,2024-11-26 10:35:28
Mahalaxmi,10.08,84,2.32,10.46,2024-11-26 10:35:33
Kandivali West,2.22,74,127.55,17.15,2024-11-26 10:35:38
Ghatkopar,23.29,20,39.06,2.56,2024-11-26 10:35:43
Chembur,4.58,93,17.71,10.88,2024-11-26 10:35:48
Mulund,23.81,29,0.8,10.26,2024-11-26 10:35:53
Andheri,8.17,84,96.17,6.65,2024-11-26 10:35:58
Sion,-4.26,58,126.23,13.16,2024-11-26 10:36:03
Prabhadevi,5.98,61,41.24,8.75,2024-11-26 10:36:08
Mulund,3.14,70,168.23,2.11,2024-11-26 10:36:13
Marine Drive,16.09,97,125.33,10.73,2024-11-26 10:36:18
Ghatkopar,7.02,79,176.02,10.56,2024-11-26 10:36:23
Malad,7.14,92,74.97,17.75,2024-11-26 10:36:28
Malad,14.26,71,77.98,2.29,2024-11-26 10:36:33
Thane,-7.69,59,11.31,8.07,2024-11-26 10:36:38
Nariman Point,15.5,37,46.68,3.36,2024-11-26 10:36:43
Kandivali East,6.43,54,104.97,0.97,2024-11-26 10:36:48
Chembur,13.96,53,36.18,6.92,2024-11-26 10:36:53
Dadar,14.22,25,4.65,9.54,2024-11-26 10:36:58
Borivali,23.83,20,133.63,4.77,2024-11-26 10:37:03
Worli,-9.19,32,116.29,20.0,2024-11-26 10:37:08
Parel,33.58,88,181.19,9.21,2024-11-26 10:37:13
Vashi,-9.15,90,106.02,12.25,2024-11-26 10:37:18
Vashi,31.4,90,131.84,1.37,2024-11-26 10:37:23
Nariman Point,5.1,93,158.47,12.38,2024-11-26 10:37:28
Santacruz,1.0,60,130.04,16.3,2024-11-26 10:37:33
Kandivali,39.82,59,187.12,12.76,2024-11-26 10:37:38
Kurla,14.81,100,144.41,13.34,2024-11-26 10:37:43
Khar,25.28,23,183.01,7.46,2024-11-26 10:37:48
Worli,14.71,75,96.91,10.26,2024-11-26 10:37:53
Saki Naka,6.62,66,107.76,17.16,2024-11-26 10:37:58
Khar,2.55,57,51.36,9.08,2024-11-26 10:38:03
Marine Drive,22.47,25,102.58,10.21,2024-11-26 10:38:08
Borivali,30.01,73,6.03,8.88,2024-11-26 10:38:13
Worli,-9.67,79,158.9,11.02,2024-11-26 10:38:18
Andheri,26.92,70,40.63,15.61,2024-11-26 10:38:23
Marine Drive,18.96,99,147.86,14.2,2024-11-26 10:38:28
Saki Naka,33.22,34,197.74,19.77,2024-11-26 10:38:33
Khar,-6.47,44,65.53,17.14,2024-11-26 10:38:38
Kandivali,8.71,23,168.22,19.6,2024-11-26 10:38:43
Andheri,16.27,24,47.25,11.44,2024-11-26 10:38:48
Matunga,8.36,23,44.38,15.74,2024-11-26 10:38:53
Kandivali,27.73,41,35.05,5.81,2024-11-26 10:38:58
Marine Drive,1.7,71,80.78,13.72,2024-11-26 10:39:03
Vashi,36.85,38,47.04,18.16,2024-11-26 10:39:08
Vashi,34.29,34,18.33,17.74,2024-11-26 10:39:13
Vashi,5.07,47,96.59,13.94,2024-11-26 10:39:18
Jogeshwari,24.16,33,148.74,15.66,2024-11-26 10:39:23
Jogeshwari,32.73,46,190.71,13.06,2024-11-26 10:39:28
Jogeshwari,26.76,36,95.03,8.45,2024-11-26 10:39:33
Sion,34.91,60,69.36,19.0,2024-11-26 10:39:38
Andheri,0.78,32,27.47,10.65,2024-11-26 10:39:43
Dadar,12.88,24,193.44,4.25,2024-11-26 10:39:48
Bhayandar,39.93,35,116.1,8.07,2024-11-26 10:39:53
Vashi,-4.22,52,3.13,12.14,2024-11-26 10:39:58
Matunga,10.86,85,173.63,18.84,2024-11-26 10:40:03
Mulund,34.32,85,175.19,12.57,2024-11-26 10:40:08
Jogeshwari,23.58,41,7.62,20.0,2024-11-26 10:40:13
Kandivali,33.94,25,2.78,8.67,2024-11-26 10:40:18
Vashi,32.71,27,148.1,13.61,2024-11-26 10:40:23
Versova,3.2,24,135.58,11.6,2024-11-26 10:40:28
Mulund,31.88,68,188.04,18.25,2024-11-26 10:40:33
Andheri,15.79,37,90.78,13.09,2024-11-26 10:40:38
Kurla,-3.03,48,64.45,13.27,2024-11-26 10:40:43
Saki Naka,5.94,58,176.97,2.59,2024-11-26 10:40:48
Matunga,20.52,82,117.96,7.02,2024-11-26 10:40:53
Khar,14.05,88,20.33,10.98,2024-11-26 10:40:58
Kurla,4.98,55,145.96,8.23,2024-11-26 10:41:03
Bandra,29.25,93,177.1,17.56,2024-11-26 10:41:08
Borivali,16.51,67,134.27,1.09,2024-11-26 10:41:13
Dadar,-9.49,73,86.38,3.71,2024-11-26 10:41:18
Dadar,21.99,86,163.72,13.14,2024-11-26 10:41:23
Vile Parle,11.91,54,149.15,2.74,2024-11-26 10:41:28
Chembur,19.6,58,197.91,3.14,2024-11-26 10:41:33
Kandivali East,29.74,29,18.3,17.97,2024-11-26 10:41:38
Vile Parle,23.41,52,191.63,2.19,2024-11-26 10:41:43
Borivali,-8.96,78,55.29,9.63,2024-11-26 10:41:48
Saki Naka,26.2,20,121.66,9.59,2024-11-26 10:41:53
Vashi,30.14,38,168.97,2.4,2024-11-26 10:41:58
Santacruz,-8.14,86,194.22,7.59,2024-11-26 10:42:03
Thane,5.47,90,11.52,0.69,2024-11-26 10:42:08
Nariman Point,6.31,48,74.28,1.95,2024-11-26 10:42:13
Andheri,0.68,51,105.48,13.55,2024-11-26 10:42:18
Santacruz,-8.54,93,138.03,9.08,2024-11-26 10:42:23
Bhayandar,39.68,70,60.14,8.12,2024-11-26 10:42:28
Chembur,-4.95,58,185.96,2.65,2024-11-26 10:42:33
Kurla,19.24,35,113.0,8.76,2024-11-26 10:42:38
Parel,11.99,70,48.38,7.63,2024-11-26 10:42:44
Kandivali,38.13,21,108.65,16.25,2024-11-26 10:42:49
Colaba,20.75,46,161.77,7.31,2024-11-26 10:42:54
Prabhadevi,15.27,39,166.53,11.68,2024-11-26 10:42:59
Malad,22.1,42,140.0,10.83,2024-11-26 10:43:04
Colaba,33.22,88,82.92,3.07,2024-11-26 10:43:09
Saki Naka,-0.9,90,84.13,8.0,2024-11-26 10:43:14
Sion,19.58,85,20.17,5.73,2024-11-26 10:43:19
Kandivali,33.51,27,51.97,5.3,2024-11-26 10:43:24
Lower Parel,7.08,77,93.75,3.67,2024-11-26 10:43:29
Bhayandar,36.43,78,152.63,10.67,2024-11-26 10:43:34
Prabhadevi,31.28,85,171.52,12.05,2024-11-26 10:43:39
Nariman Point,34.39,56,154.76,8.85,2024-11-26 10:43:44
Colaba,3.99,47,199.13,19.16,2024-11-26 10:43:49
Parel,36.03,97,7.32,6.93,2024-11-26 10:43:54
Parel,16.14,75,45.15,16.73,2024-11-26 10:43:59
Dahisar,21.23,43,63.73,2.76,2024-11-26 10:44:04
Matunga,38.61,41,27.12,9.59,2024-11-26 10:44:09
Bandra,-1.68,48,162.58,0.46,2024-11-26 10:44:14
Ghatkopar,-3.92,84,138.56,10.08,2024-11-26 10:44:19
Bandra,27.96,57,31.85,6.59,2024-11-26 10:44:24
Jogeshwari,19.82,32,11.83,3.44,2024-11-26 10:44:29
Kandivali,-0.84,67,75.3,7.38,2024-11-26 10:44:34
Mahalaxmi,8.51,88,86.53,2.1,2024-11-26 10:44:39
Lower Parel,14.96,51,154.83,10.68,2024-11-26 10:44:44
Vashi,10.48,58,14.4,12.3,2024-11-26 10:44:49
Thane,37.16,68,12.18,2.78,2024-11-26 10:44:54
Kandivali East,25.18,76,188.6,19.19,2024-11-26 10:44:59
Marine Drive,23.11,55,146.72,16.98,2024-11-26 10:45:04
Bhayandar,34.1,22,118.93,17.76,2024-11-26 10:45:09
Andheri,37.92,40,122.78,7.26,2024-11-26 10:45:14
Mulund,10.55,27,91.47,10.15,2024-11-26 10:45:19
Mahalaxmi,10.58,67,6.11,15.19,2024-11-26 10:45:24
Parel,-8.02,70,70.55,7.7,2024-11-26 10:45:29
Kandivali,32.81,92,190.86,8.71,2024-11-26 10:45:34
Chembur,8.98,53,50.07,19.35,2024-11-26 10:45:39
Andheri,17.62,52,84.78,5.56,2024-11-26 10:45:44
Thane,37.37,86,24.36,5.39,2024-11-26 10:45:49
Dahisar,-3.9,29,118.44,18.33,2024-11-26 10:45:54
Ghatkopar,1.27,87,37.83,18.69,2024-11-26 10:45:59
Lower Parel,23.17,33,177.96,13.8,2024-11-26 10:46:04
Sion,34.24,88,164.53,1.83,2024-11-26 10:46:09
Khar,18.75,35,79.67,11.63,2024-11-26 10:46:14
Versova,36.08,74,173.82,11.09,2024-11-26 10:46:19
Ghatkopar,-1.25,25,121.12,3.63,2024-11-26 10:46:24
Jogeshwari,35.42,40,39.55,2.66,2024-11-26 10:46:29
Chembur,15.21,71,74.71,3.13,2024-11-26 10:46:34
Lower Parel,15.59,42,90.8,7.5,2024-11-26 10:46:39
Versova,9.19,62,74.8,14.62,2024-11-26 10:46:44
Jogeshwari,5.14,49,147.22,9.06,2024-11-26 10:46:49
Santacruz,-2.88,77,19.89,7.81,2024-11-26 10:46:54
Dahisar,11.18,100,102.05,8.23,2024-11-26 10:46:59
Jogeshwari,22.5,88,126.6,18.1,2024-11-26 10:47:04
Colaba,13.8,95,195.73,4.04,2024-11-26 10:47:09
Kandivali,21.77,74,82.04,16.93,2024-11-26 10:47:14
Mulund,24.4,61,106.14,13.76,2024-11-26 10:47:19
Mahalaxmi,-7.88,99,46.52,9.83,2024-11-26 10:47:24
Kurla,1.41,58,163.51,10.14,2024-11-26 10:47:29
Prabhadevi,20.34,100,135.19,18.95,2024-11-26 10:47:34
Malad,-2.84,36,58.27,12.12,2024-11-26 10:47:39
Mahalaxmi,18.4,49,198.47,16.43,2024-11-26 10:47:44
Dadar,4.52,89,155.87,16.31,2024-11-26 10:47:49
Mahalaxmi,-0.49,34,161.37,15.2,2024-11-26 10:47:54
Vile Parle,14.75,41,37.98,14.33,2024-11-26 10:47:59
Mahalaxmi,-1.77,22,35.32,10.12,2024-11-26 10:48:04
Sion,-3.36,25,126.27,8.33,2024-11-26 10:48:09
Jogeshwari,27.51,99,94.48,14.23,2024-11-26 10:48:14
Worli,9.33,25,54.29,2.57,2024-11-26 10:48:19
Mahalaxmi,26.41,72,170.87,6.33,2024-11-26 10:48:24
Khar,14.74,43,152.41,17.94,2024-11-26 10:48:29
Dahisar,-2.71,30,182.58,13.24,2024-11-26 10:48:34
Borivali,15.8,35,101.62,14.12,2024-11-26 10:48:39
Vile Parle,-4.55,94,137.5,15.6,2024-11-26 10:48:44
Lower Parel,-4.77,31,104.58,19.63,2024-11-26 10:48:49
Matunga,-0.78,58,23.64,16.35,2024-11-26 10:48:54
Matunga,37.09,58,165.16,11.75,2024-11-26 10:48:59
Sion,34.87,41,4.94,6.06,2024-11-26 10:49:04
Ghatkopar,31.84,63,79.67,12.17,2024-11-26 10:49:09
Santacruz,-5.72,99,82.61,14.88,2024-11-26 10:49:14
Kurla,18.47,91,16.01,3.34,2024-11-26 10:49:19
Lower Parel,19.81,70,16.09,13.14,2024-11-26 10:49:24
Matunga,21.32,86,59.4,12.46,2024-11-26 10:49:29
Bandra,28.23,96,117.53,9.96,2024-11-26 10:49:34
Mulund,18.66,73,157.27,0.42,2024-11-26 10:49:39
Ghatkopar,6.21,62,17.52,15.05,2024-11-26 10:49:44
Lower Parel,35.72,54,188.73,11.13,2024-11-26 10:49:49
Chembur,25.72,39,91.49,10.55,2024-11-26 10:49:54
Ghatkopar,16.99,56,152.96,1.92,2024-11-26 10:49:59
Parel,-1.86,38,134.62,15.84,2024-11-26 10:50:04
Nariman Point,-9.88,86,132.81,5.94,2024-11-26 10:50:09
Versova,-2.71,90,1.09,18.27,2024-11-26 10:50:14
Dadar,13.39,44,141.79,9.73,2024-11-26 10:50:19
Thane,16.9,75,134.05,12.65,2024-11-26 10:50:24
Ghatkopar,25.22,31,160.44,10.02,2024-11-26 10:50:29
Jogeshwari,27.11,55,139.15,9.33,2024-11-26 10:50:34
Khar,1.82,46,40.0,13.75,2024-11-26 10:50:39
Borivali,25.83,82,153.62,16.0,2024-11-26 10:50:44
Kurla,25.94,20,19.88,18.92,2024-11-26 10:50:49
Kandivali West,9.97,55,82.11,15.23,2024-11-26 10:50:54
Colaba,-2.22,78,116.46,18.35,2024-11-26 10:50:59
Andheri,16.7,52,156.83,10.64,2024-11-26 10:51:04
Chembur,29.69,52,10.95,14.77,2024-11-26 10:51:09
Prabhadevi,-0.58,97,157.28,15.76,2024-11-26 10:51:14
Mahalaxmi,16.34,28,192.59,7.54,2024-11-26 10:51:19
Khar,6.86,94,113.29,11.16,2024-11-26 10:51:24
Parel,9.25,42,111.0,14.38,2024-11-26 10:51:29
Prabhadevi,-5.09,23,124.57,16.27,2024-11-26 10:51:34
Parel,-5.73,60,150.91,12.81,2024-11-26 10:51:39
Nariman Point,35.43,29,26.44,12.37,2024-11-26 10:51:44
Jogeshwari,8.04,25,183.52,8.71,2024-11-26 10:51:49
Parel,31.83,59,97.78,13.29,2024-11-26 10:51:54
Parel,-6.27,44,98.6,6.99,2024-11-26 10:51:59
Dahisar,17.73,61,57.84,2.5,2024-11-26 10:52:04
Bandra,23.5,62,18.21,9.89,2024-11-26 10:52:09
Dahisar,38.47,96,162.14,19.49,2024-11-26 10:52:14
Prabhadevi,4.31,37,172.36,18.36,2024-11-26 10:52:19
Lower Parel,12.49,93,7.37,11.72,2024-11-26 10:52:24
Ghatkopar,0.9,85,107.34,4.87,2024-11-26 10:52:29
Chembur,23.35,21,83.03,1.06,2024-11-26 10:52:34
Kandivali East,26.94,72,195.32,6.65,2024-11-26 10:52:39
Lower Parel,36.35,83,114.74,0.2,2024-11-26 10:52:44
Kurla,-8.62,62,168.96,2.67,2024-11-26 10:52:49
Santacruz,30.98,91,117.34,19.96,2024-11-26 10:52:54
Dadar,0.44,86,27.8,19.27,2024-11-26 10:52:59
