location,vehicle_count,average_speed,congestion_level,timestamp
Khar,585,79.68,Moderate,2024-11-26 10:13:45
Andheri,342,74.09,High,2024-11-26 10:13:50
Marine Drive,114,71.5,High,2024-11-26 10:13:55
Saki Naka,321,76.87,Moderate,2024-11-26 10:14:00
Dahisar,314,95.11,Low,2024-11-26 10:14:05
Bandra,51,57.87,High,2024-11-26 10:14:10
Malad,382,85.37,High,2024-11-26 10:14:15
Chembur,200,99.91,High,2024-11-26 10:14:21
Vashi,217,31.83,Low,2024-11-26 10:14:26
Versova,748,33.77,Moderate,2024-11-26 10:14:31
Nariman Point,241,31.86,High,2024-11-26 10:14:36
Colaba,308,57.76,Low,2024-11-26 10:14:41
Bhayandar,146,64.3,High,2024-11-26 10:14:46
Parel,230,67.77,Low,2024-11-26 10:14:51
Nariman Point,596,81.96,Low,2024-11-26 10:14:56
Vile Parle,587,23.2,High,2024-11-26 10:15:01
Malad,644,50.42,Low,2024-11-26 10:15:06
Nariman Point,579,89.84,Low,2024-11-26 10:15:11
Borivali,844,56.9,High,2024-11-26 10:15:16
Andheri,748,68.39,Moderate,2024-11-26 10:15:21
Parel,504,63.4,High,2024-11-26 10:15:26
Colaba,844,77.53,High,2024-11-26 10:15:31
Mahalaxmi,469,84.58,High,2024-11-26 10:15:36
Santacruz,603,98.16,High,2024-11-26 10:15:41
Worli,432,99.36,High,2024-11-26 10:15:46
Chembur,354,87.05,Low,2024-11-26 10:15:51
Worli,382,75.56,High,2024-11-26 10:15:56
Mulund,894,35.43,Moderate,2024-11-26 10:16:01
Mahalaxmi,865,36.48,High,2024-11-26 10:16:06
Marine Drive,895,59.21,Low,2024-11-26 10:16:11
Mulund,740,24.38,Moderate,2024-11-26 10:16:16
Dadar,193,68.72,High,2024-11-26 10:16:21
Dahisar,768,65.37,Moderate,2024-11-26 10:16:26
Borivali,419,32.39,High,2024-11-26 10:16:31
Kurla,194,99.53,High,2024-11-26 10:16:36
Matunga,475,73.79,Low,2024-11-26 10:16:41
Chembur,657,52.34,High,2024-11-26 10:16:46
Bhayandar,283,44.3,High,2024-11-26 10:16:51
Vashi,451,53.16,Low,2024-11-26 10:16:56
Kandivali,816,21.29,High,2024-11-26 10:17:01
Mulund,565,89.03,High,2024-11-26 10:17:06
Nariman Point,414,50.41,Low,2024-11-26 10:17:11
Nariman Point,668,68.48,High,2024-11-26 10:17:16
Kandivali East,696,33.74,Low,2024-11-26 10:17:21
Bandra,408,92.65,Low,2024-11-26 10:17:26
Malad,936,47.51,Low,2024-11-26 10:17:31
Mahalaxmi,806,56.68,Moderate,2024-11-26 10:17:36
Matunga,124,95.76,High,2024-11-26 10:17:41
Kandivali East,685,48.45,Low,2024-11-26 10:17:46
Colaba,211,41.74,Low,2024-11-26 10:17:51
Sion,978,66.11,Low,2024-11-26 10:17:56
Parel,599,34.9,Moderate,2024-11-26 10:18:01
Andheri,100,43.99,High,2024-11-26 10:18:06
Vashi,960,98.26,Low,2024-11-26 10:18:11
Versova,539,99.13,Low,2024-11-26 10:18:16
Sion,360,70.53,High,2024-11-26 10:18:21
Worli,752,31.72,High,2024-11-26 10:18:26
Bandra,997,77.59,Moderate,2024-11-26 10:18:31
Nariman Point,920,61.03,Low,2024-11-26 10:18:36
Vashi,278,42.47,Low,2024-11-26 10:18:41
Saki Naka,634,88.69,Low,2024-11-26 10:18:46
Kandivali,635,53.87,Low,2024-11-26 10:18:51
Matunga,59,83.55,High,2024-11-26 10:18:56
Santacruz,58,98.35,Moderate,2024-11-26 10:19:01
Lower Parel,739,91.16,Moderate,2024-11-26 10:19:06
Saki Naka,233,84.7,Moderate,2024-11-26 10:19:11
Borivali,703,74.47,Moderate,2024-11-26 10:19:16
Chembur,951,67.82,Moderate,2024-11-26 10:19:21
Nariman Point,957,62.67,Low,2024-11-26 10:19:26
Kurla,935,76.94,Moderate,2024-11-26 10:19:31
Mulund,438,73.1,Moderate,2024-11-26 10:19:36
Kurla,673,66.04,Moderate,2024-11-26 10:19:41
Ghatkopar,205,41.85,Low,2024-11-26 10:19:46
Kandivali West,859,29.43,High,2024-11-26 10:19:51
Mahalaxmi,640,97.08,Moderate,2024-11-26 10:19:56
Borivali,183,79.02,Low,2024-11-26 10:20:01
Andheri,398,43.68,Moderate,2024-11-26 10:20:06
Nariman Point,366,95.02,Moderate,2024-11-26 10:20:11
Dadar,116,50.83,Moderate,2024-11-26 10:20:16
Chembur,395,33.52,Moderate,2024-11-26 10:20:21
Versova,817,22.39,Moderate,2024-11-26 10:20:26
Prabhadevi,129,72.65,High,2024-11-26 10:20:31
Kurla,668,60.89,Moderate,2024-11-26 10:20:36
Borivali,533,51.83,Moderate,2024-11-26 10:20:41
Vile Parle,782,99.23,High,2024-11-26 10:20:46
Worli,699,94.84,Moderate,2024-11-26 10:20:51
Prabhadevi,853,53.04,Low,2024-11-26 10:20:56
Santacruz,697,20.71,Moderate,2024-11-26 10:21:01
Bhayandar,974,30.54,High,2024-11-26 10:21:06
Mahalaxmi,529,43.24,Moderate,2024-11-26 10:21:11
Nariman Point,813,82.44,Low,2024-11-26 10:21:16
Vile Parle,789,42.92,High,2024-11-26 10:21:21
Borivali,423,81.6,Moderate,2024-11-26 10:21:26
Prabhadevi,374,93.83,Moderate,2024-11-26 10:21:31
Bhayandar,74,72.0,Low,2024-11-26 10:21:36
Kandivali East,168,58.83,Moderate,2024-11-26 10:21:41
Kandivali East,913,56.14,Moderate,2024-11-26 10:21:46
Kandivali East,786,78.32,Low,2024-11-26 10:21:51
Borivali,263,75.85,Low,2024-11-26 10:21:56
Dadar,118,27.43,High,2024-11-26 10:22:02
Versova,660,63.96,Low,2024-11-26 10:22:07
Dadar,997,43.73,High,2024-11-26 10:22:12
Matunga,828,75.2,Low,2024-11-26 10:22:17
Parel,879,36.12,Low,2024-11-26 10:22:22
Khar,157,65.93,Moderate,2024-11-26 10:22:27
Dadar,371,99.66,Moderate,2024-11-26 10:22:32
Kurla,924,34.68,High,2024-11-26 10:22:37
Kandivali East,171,59.69,Low,2024-11-26 10:22:42
Sion,134,30.65,High,2024-11-26 10:22:47
Marine Drive,537,87.59,Low,2024-11-26 10:22:52
Jogeshwari,122,92.87,High,2024-11-26 10:22:57
Kandivali East,647,49.05,Low,2024-11-26 10:23:02
Matunga,681,80.99,Moderate,2024-11-26 10:23:07
Nariman Point,356,38.06,Moderate,2024-11-26 10:23:12
Sion,856,24.97,Moderate,2024-11-26 10:23:17
Matunga,803,45.23,Moderate,2024-11-26 10:23:22
Bandra,214,36.12,High,2024-11-26 10:23:27
Mahalaxmi,754,77.09,Moderate,2024-11-26 10:23:32
Mahalaxmi,806,36.88,Moderate,2024-11-26 10:23:37
Prabhadevi,182,24.71,Moderate,2024-11-26 10:23:42
Kandivali West,483,30.65,Low,2024-11-26 10:23:47
Borivali,831,21.56,High,2024-11-26 10:23:52
Bandra,867,40.61,High,2024-11-26 10:23:57
Borivali,523,33.1,Low,2024-11-26 10:24:02
Bhayandar,462,55.45,Low,2024-11-26 10:24:07
Sion,121,68.25,Moderate,2024-11-26 10:24:12
Jogeshwari,508,51.75,Moderate,2024-11-26 10:24:17
Khar,573,89.17,Low,2024-11-26 10:24:22
Andheri,72,43.92,Low,2024-11-26 10:24:27
Vashi,429,29.36,High,2024-11-26 10:24:32
Marine Drive,269,21.36,Moderate,2024-11-26 10:24:37
Nariman Point,409,84.13,Low,2024-11-26 10:24:42
Mahalaxmi,336,87.96,Low,2024-11-26 10:24:47
Mulund,858,53.42,Moderate,2024-11-26 10:24:52
Mahalaxmi,498,81.92,Low,2024-11-26 10:24:57
Kandivali West,618,73.33,High,2024-11-26 10:25:02
Saki Naka,296,35.25,High,2024-11-26 10:25:07
Vashi,484,93.39,Low,2024-11-26 10:25:12
Saki Naka,660,36.7,Moderate,2024-11-26 10:25:17
Sion,403,38.06,Low,2024-11-26 10:25:22
Marine Drive,676,68.8,High,2024-11-26 10:25:27
Vile Parle,428,33.39,High,2024-11-26 10:25:32
Ghatkopar,616,94.57,Moderate,2024-11-26 10:25:37
Kurla,206,89.0,Moderate,2024-11-26 10:25:42
Malad,504,95.92,Moderate,2024-11-26 10:25:47
Bandra,730,81.25,High,2024-11-26 10:25:52
Kandivali West,235,23.84,High,2024-11-26 10:25:57
Marine Drive,170,30.7,Low,2024-11-26 10:26:02
Bhayandar,783,40.75,Low,2024-11-26 10:26:07
Jogeshwari,496,82.11,Low,2024-11-26 10:26:12
Dadar,343,61.91,High,2024-11-26 10:26:17
Kandivali East,815,78.6,High,2024-11-26 10:26:22
Sion,849,90.39,High,2024-11-26 10:26:27
Borivali,158,28.11,Moderate,2024-11-26 10:26:32
Borivali,329,74.01,Moderate,2024-11-26 10:26:37
Dadar,151,94.82,Moderate,2024-11-26 10:26:42
Santacruz,769,41.66,Moderate,2024-11-26 10:26:47
Marine Drive,830,96.49,High,2024-11-26 10:26:52
Kurla,561,20.95,Moderate,2024-11-26 10:26:57
Dahisar,465,91.56,Low,2024-11-26 10:27:02
Vile Parle,428,36.79,Moderate,2024-11-26 10:27:07
Dadar,699,96.38,High,2024-11-26 10:27:12
Saki Naka,849,93.1,Moderate,2024-11-26 10:27:17
Andheri,279,39.19,Moderate,2024-11-26 10:27:22
Nariman Point,767,42.04,High,2024-11-26 10:27:27
Parel,231,62.1,Moderate,2024-11-26 10:27:32
Vile Parle,604,36.08,Moderate,2024-11-26 10:27:37
Bhayandar,723,63.18,Low,2024-11-26 10:27:42
Vashi,586,60.85,Moderate,2024-11-26 10:27:47
Marine Drive,921,89.9,Low,2024-11-26 10:27:52
Khar,417,83.26,Moderate,2024-11-26 10:27:57
Sion,442,73.9,Low,2024-11-26 10:28:02
Marine Drive,209,96.93,High,2024-11-26 10:28:07
Thane,244,70.89,High,2024-11-26 10:28:12
Borivali,525,90.36,Moderate,2024-11-26 10:28:17
Sion,161,83.66,High,2024-11-26 10:28:22
Kandivali East,821,73.85,High,2024-11-26 10:28:27
Matunga,420,50.78,Moderate,2024-11-26 10:28:32
Malad,312,66.49,Low,2024-11-26 10:28:37
Mahalaxmi,770,74.8,Moderate,2024-11-26 10:28:42
Versova,557,88.89,Moderate,2024-11-26 10:28:47
Santacruz,446,37.07,Moderate,2024-11-26 10:28:52
Lower Parel,932,46.9,Low,2024-11-26 10:28:57
Dahisar,313,37.55,High,2024-11-26 10:29:02
Kandivali East,315,99.19,Low,2024-11-26 10:29:07
Thane,798,53.0,High,2024-11-26 10:29:12
Saki Naka,328,84.42,High,2024-11-26 10:29:18
Mahalaxmi,383,31.23,High,2024-11-26 10:29:23
Nariman Point,632,46.43,High,2024-11-26 10:29:28
Mulund,462,38.89,Low,2024-11-26 10:29:33
Kandivali,161,57.86,High,2024-11-26 10:29:38
Versova,522,26.0,Low,2024-11-26 10:29:43
Ghatkopar,191,66.12,High,2024-11-26 10:29:48
Saki Naka,375,63.24,Moderate,2024-11-26 10:29:53
Kandivali East,546,83.4,High,2024-11-26 10:29:58
Kurla,151,36.91,Moderate,2024-11-26 10:30:03
Chembur,565,40.58,High,2024-11-26 10:30:08
Borivali,916,30.86,Low,2024-11-26 10:30:13
Andheri,170,57.36,Moderate,2024-11-26 10:30:18
Thane,736,76.84,High,2024-11-26 10:30:23
Mahalaxmi,60,92.13,Moderate,2024-11-26 10:30:28
Khar,225,27.44,Low,2024-11-26 10:30:33
Jogeshwari,247,90.27,High,2024-11-26 10:30:38
Kurla,982,85.52,Moderate,2024-11-26 10:30:43
Chembur,504,85.97,Moderate,2024-11-26 10:30:48
Versova,691,90.9,Low,2024-11-26 10:30:53
Mahalaxmi,662,34.95,Moderate,2024-11-26 10:30:58
Lower Parel,547,98.34,Moderate,2024-11-26 10:31:03
Santacruz,694,66.35,Moderate,2024-11-26 10:31:08
Saki Naka,376,96.49,Moderate,2024-11-26 10:31:13
Kandivali,363,91.86,High,2024-11-26 10:31:18
Worli,205,27.5,High,2024-11-26 10:31:23
Vashi,856,59.65,High,2024-11-26 10:31:28
Vile Parle,524,60.7,High,2024-11-26 10:31:33
Worli,529,63.83,Moderate,2024-11-26 10:31:38
Malad,921,52.62,Low,2024-11-26 10:31:43
Sion,292,83.16,Moderate,2024-11-26 10:31:48
Mahalaxmi,366,44.7,Low,2024-11-26 10:31:53
Worli,56,70.88,High,2024-11-26 10:31:58
Bandra,331,38.57,High,2024-11-26 10:32:03
Kandivali,544,69.71,Moderate,2024-11-26 10:32:08
Vashi,576,74.03,Moderate,2024-11-26 10:32:13
Thane,174,66.54,Low,2024-11-26 10:32:18
Parel,481,82.96,Low,2024-11-26 10:32:23
Kurla,356,62.75,Moderate,2024-11-26 10:32:28
Bandra,124,76.93,Low,2024-11-26 10:32:33
Ghatkopar,705,52.01,High,2024-11-26 10:32:38
Malad,400,87.23,Moderate,2024-11-26 10:32:43
Worli,490,80.29,High,2024-11-26 10:32:48
Ghatkopar,686,99.01,Low,2024-11-26 10:32:53
Bandra,120,80.98,High,2024-11-26 10:32:58
Matunga,472,29.28,Low,2024-11-26 10:33:03
Kandivali West,636,70.23,Moderate,2024-11-26 10:33:08
Bhayandar,140,66.42,High,2024-11-26 10:33:13
Dadar,517,68.14,High,2024-11-26 10:33:18
Kandivali West,324,67.18,Moderate,2024-11-26 10:33:23
Santacruz,605,82.53,Moderate,2024-11-26 10:33:28
Marine Drive,952,52.11,High,2024-11-26 10:33:33
Kurla,953,50.43,Moderate,2024-11-26 10:33:38
Ghatkopar,991,55.95,High,2024-11-26 10:33:43
Colaba,654,74.66,Moderate,2024-11-26 10:33:48
Andheri,344,43.4,Moderate,2024-11-26 10:33:53
Colaba,650,95.14,High,2024-11-26 10:33:58
Vashi,653,90.98,High,2024-11-26 10:34:03
Mulund,185,69.17,Low,2024-11-26 10:34:08
Borivali,985,38.59,High,2024-11-26 10:34:13
Sion,744,95.1,Moderate,2024-11-26 10:34:18
Borivali,975,86.11,Low,2024-11-26 10:34:23
Bhayandar,699,83.59,Low,2024-11-26 10:34:28
Versova,89,86.4,High,2024-11-26 10:34:33
Prabhadevi,925,79.35,High,2024-11-26 10:34:38
Chembur,956,84.74,Low,2024-11-26 10:34:43
Kandivali West,109,58.62,Moderate,2024-11-26 10:34:48
Khar,418,99.41,Low,2024-11-26 10:34:53
Sion,769,41.55,High,2024-11-26 10:34:58
Jogeshwari,371,82.63,High,2024-11-26 10:35:03
Borivali,133,42.8,Moderate,2024-11-26 10:35:08
Ghatkopar,126,36.05,High,2024-11-26 10:35:13
Kandivali,879,88.16,High,2024-11-26 10:35:18
Kandivali East,995,24.21,Low,2024-11-26 10:35:23
Ghatkopar,643,53.26,High,2024-11-26 10:35:28
Prabhadevi,732,57.82,Low,2024-11-26 10:35:33
Mahalaxmi,178,22.18,Moderate,2024-11-26 10:35:38
Vashi,574,34.91,Low,2024-11-26 10:35:43
Marine Drive,498,57.6,High,2024-11-26 10:35:48
Bhayandar,246,48.63,Moderate,2024-11-26 10:35:53
Malad,525,46.23,High,2024-11-26 10:35:58
Khar,66,74.34,Low,2024-11-26 10:36:03
Dahisar,693,52.97,Low,2024-11-26 10:36:08
Jogeshwari,156,95.42,High,2024-11-26 10:36:13
Saki Naka,110,55.48,High,2024-11-26 10:36:18
Worli,616,55.65,High,2024-11-26 10:36:23
Saki Naka,151,75.29,High,2024-11-26 10:36:28
Bandra,859,48.73,Low,2024-11-26 10:36:33
Vile Parle,923,60.68,Low,2024-11-26 10:36:38
Versova,52,32.96,Low,2024-11-26 10:36:43
Lower Parel,547,25.74,High,2024-11-26 10:36:48
Dadar,376,31.83,High,2024-11-26 10:36:53
Sion,231,62.34,High,2024-11-26 10:36:58
Santacruz,861,50.27,High,2024-11-26 10:37:03
Lower Parel,158,43.72,Low,2024-11-26 10:37:08
Jogeshwari,433,84.97,Low,2024-11-26 10:37:13
Khar,61,98.06,Low,2024-11-26 10:37:18
Thane,520,42.22,Moderate,2024-11-26 10:37:23
Saki Naka,292,90.96,High,2024-11-26 10:37:28
Colaba,292,82.36,High,2024-11-26 10:37:33
Worli,69,65.93,Low,2024-11-26 10:37:38
Dahisar,548,50.04,Low,2024-11-26 10:37:43
Khar,233,73.78,High,2024-11-26 10:37:48
Bandra,999,39.9,Moderate,2024-11-26 10:37:53
Kandivali,53,53.3,Low,2024-11-26 10:37:58
Bandra,450,25.35,High,2024-11-26 10:38:03
Bhayandar,766,93.7,Moderate,2024-11-26 10:38:08
Versova,331,67.54,Low,2024-11-26 10:38:13
Kurla,583,94.37,Low,2024-11-26 10:38:18
Sion,787,78.67,Low,2024-11-26 10:38:23
Thane,896,68.22,Low,2024-11-26 10:38:28
Sion,548,58.51,Moderate,2024-11-26 10:38:33
Bhayandar,265,37.34,Moderate,2024-11-26 10:38:38
Saki Naka,596,73.71,Low,2024-11-26 10:38:43
Kandivali,229,87.13,High,2024-11-26 10:38:48
Worli,411,62.86,Moderate,2024-11-26 10:38:53
Khar,451,76.25,Low,2024-11-26 10:38:58
Bandra,401,37.25,Low,2024-11-26 10:39:03
Kandivali,989,64.89,Low,2024-11-26 10:39:08
Versova,894,98.13,Moderate,2024-11-26 10:39:13
Kandivali East,462,54.7,Moderate,2024-11-26 10:39:18
Bandra,52,69.18,Moderate,2024-11-26 10:39:23
Borivali,969,78.98,Low,2024-11-26 10:39:28
Prabhadevi,922,39.32,High,2024-11-26 10:39:33
Lower Parel,784,48.45,High,2024-11-26 10:39:38
Lower Parel,791,23.97,Low,2024-11-26 10:39:43
Ghatkopar,695,48.25,High,2024-11-26 10:39:48
Marine Drive,63,35.65,High,2024-11-26 10:39:53
Dadar,229,36.94,Moderate,2024-11-26 10:39:58
Borivali,423,22.09,Low,2024-11-26 10:40:03
Prabhadevi,502,59.05,Low,2024-11-26 10:40:08
Vashi,643,95.64,Low,2024-11-26 10:40:13
Versova,229,41.31,High,2024-11-26 10:40:18
Borivali,401,93.29,Low,2024-11-26 10:40:23
Andheri,788,57.34,Low,2024-11-26 10:40:28
Nariman Point,134,90.87,Low,2024-11-26 10:40:33
Malad,616,73.2,Low,2024-11-26 10:40:38
Malad,314,75.05,High,2024-11-26 10:40:43
Saki Naka,251,45.96,Low,2024-11-26 10:40:48
Santacruz,77,95.76,Moderate,2024-11-26 10:40:53
Parel,73,93.41,Low,2024-11-26 10:40:58
Santacruz,450,59.03,Moderate,2024-11-26 10:41:03
Santacruz,123,60.55,Low,2024-11-26 10:41:08
Worli,970,36.48,Low,2024-11-26 10:41:13
Andheri,313,29.37,High,2024-11-26 10:41:18
Kandivali,937,40.02,High,2024-11-26 10:41:23
Thane,801,74.76,Low,2024-11-26 10:41:28
Worli,287,82.22,High,2024-11-26 10:41:33
Dadar,638,72.62,Moderate,2024-11-26 10:41:38
Ghatkopar,123,45.4,High,2024-11-26 10:41:43
Versova,238,99.29,High,2024-11-26 10:41:48
Kurla,743,84.45,High,2024-11-26 10:41:53
Mahalaxmi,653,74.83,High,2024-11-26 10:41:58
Malad,533,92.85,High,2024-11-26 10:42:03
Prabhadevi,520,32.82,High,2024-11-26 10:42:08
Dahisar,843,69.43,High,2024-11-26 10:42:13
Prabhadevi,634,99.48,Moderate,2024-11-26 10:42:18
Thane,595,28.43,Low,2024-11-26 10:42:23
Versova,484,93.84,High,2024-11-26 10:42:28
Versova,513,23.12,Moderate,2024-11-26 10:42:33
Vashi,477,64.14,High,2024-11-26 10:42:38
Dahisar,260,22.95,Moderate,2024-11-26 10:42:44
Sion,519,64.41,Low,2024-11-26 10:42:49
Colaba,564,90.0,Moderate,2024-11-26 10:42:54
Sion,57,64.1,Moderate,2024-11-26 10:42:59
Jogeshwari,97,45.48,Moderate,2024-11-26 10:43:04
Colaba,243,30.97,Moderate,2024-11-26 10:43:09
Nariman Point,792,73.39,Low,2024-11-26 10:43:14
Saki Naka,562,27.45,Moderate,2024-11-26 10:43:19
Prabhadevi,644,30.2,Moderate,2024-11-26 10:43:24
Vile Parle,489,54.84,Moderate,2024-11-26 10:43:29
Sion,518,64.57,High,2024-11-26 10:43:34
Colaba,777,45.7,High,2024-11-26 10:43:39
Kandivali West,932,86.68,High,2024-11-26 10:43:44
Kandivali East,510,68.69,High,2024-11-26 10:43:49
Matunga,998,56.88,High,2024-11-26 10:43:54
Malad,972,47.67,Moderate,2024-11-26 10:43:59
Andheri,512,84.71,Low,2024-11-26 10:44:04
Kandivali West,112,29.89,Low,2024-11-26 10:44:09
Malad,419,85.82,High,2024-11-26 10:44:14
Nariman Point,145,79.11,Moderate,2024-11-26 10:44:19
Matunga,481,61.76,High,2024-11-26 10:44:24
Santacruz,134,93.87,Moderate,2024-11-26 10:44:29
Santacruz,143,96.61,Low,2024-11-26 10:44:34
Bandra,640,22.94,Low,2024-11-26 10:44:39
Bhayandar,978,28.77,Moderate,2024-11-26 10:44:44
Kurla,276,36.99,Moderate,2024-11-26 10:44:49
Kandivali,717,38.5,Moderate,2024-11-26 10:44:54
Kandivali,788,55.96,High,2024-11-26 10:44:59
Mulund,763,50.44,High,2024-11-26 10:45:04
Parel,442,29.78,High,2024-11-26 10:45:09
Andheri,647,70.08,High,2024-11-26 10:45:14
Khar,138,72.62,High,2024-11-26 10:45:19
Worli,875,96.5,High,2024-11-26 10:45:24
Saki Naka,969,77.95,Low,2024-11-26 10:45:29
Kandivali East,990,66.24,Low,2024-11-26 10:45:34
Jogeshwari,145,74.78,Moderate,2024-11-26 10:45:39
Borivali,810,25.66,Moderate,2024-11-26 10:45:44
Khar,719,72.63,Moderate,2024-11-26 10:45:49
Dadar,605,62.85,Low,2024-11-26 10:45:54
Kandivali West,988,49.64,Low,2024-11-26 10:45:59
Khar,763,91.91,Low,2024-11-26 10:46:04
Chembur,631,59.56,Low,2024-11-26 10:46:09
Andheri,763,50.34,High,2024-11-26 10:46:14
Borivali,330,41.66,Low,2024-11-26 10:46:19
Kandivali East,126,24.38,Low,2024-11-26 10:46:24
Mahalaxmi,174,81.57,Low,2024-11-26 10:46:29
Borivali,522,59.98,High,2024-11-26 10:46:34
Dadar,989,46.86,Low,2024-11-26 10:46:39
Kandivali West,658,97.58,Moderate,2024-11-26 10:46:44
Thane,572,91.97,Moderate,2024-11-26 10:46:49
Thane,824,35.81,Moderate,2024-11-26 10:46:54
Vashi,470,69.28,High,2024-11-26 10:46:59
Thane,864,73.23,Low,2024-11-26 10:47:04
Jogeshwari,334,23.29,High,2024-11-26 10:47:09
Kandivali East,572,20.4,Low,2024-11-26 10:47:14
Chembur,377,80.47,High,2024-11-26 10:47:19
Kurla,304,33.49,Moderate,2024-11-26 10:47:24
Andheri,761,98.12,Moderate,2024-11-26 10:47:29
Chembur,652,67.25,Low,2024-11-26 10:47:34
Jogeshwari,440,31.68,Low,2024-11-26 10:47:39
Vashi,723,32.67,Moderate,2024-11-26 10:47:44
Saki Naka,928,27.78,High,2024-11-26 10:47:49
Andheri,245,23.97,High,2024-11-26 10:47:54
Kurla,662,99.48,Moderate,2024-11-26 10:47:59
Thane,323,87.53,Moderate,2024-11-26 10:48:04
Mahalaxmi,421,22.01,High,2024-11-26 10:48:09
Mahalaxmi,407,74.25,Moderate,2024-11-26 10:48:14
Borivali,316,45.49,Low,2024-11-26 10:48:19
Versova,614,81.21,Low,2024-11-26 10:48:24
Santacruz,490,25.03,High,2024-11-26 10:48:29
Versova,797,24.35,Low,2024-11-26 10:48:34
Kandivali West,714,79.41,Moderate,2024-11-26 10:48:39
Nariman Point,323,59.08,Low,2024-11-26 10:48:44
Mulund,804,63.56,Moderate,2024-11-26 10:48:49
Saki Naka,363,88.22,Low,2024-11-26 10:48:54
Borivali,466,74.4,Moderate,2024-11-26 10:48:59
Dadar,896,53.78,High,2024-11-26 10:49:04
Parel,524,80.55,Moderate,2024-11-26 10:49:09
Parel,734,72.44,Moderate,2024-11-26 10:49:14
Mahalaxmi,587,77.73,Low,2024-11-26 10:49:19
Santacruz,267,40.88,Low,2024-11-26 10:49:24
Chembur,882,40.56,Moderate,2024-11-26 10:49:29
Borivali,359,76.54,High,2024-11-26 10:49:34
Vashi,601,61.17,High,2024-11-26 10:49:39
Sion,888,75.23,High,2024-11-26 10:49:44
Malad,272,68.81,High,2024-11-26 10:49:49
Saki Naka,912,91.01,High,2024-11-26 10:49:54
Bhayandar,777,54.1,Moderate,2024-11-26 10:49:59
Versova,613,69.51,Moderate,2024-11-26 10:50:04
Malad,663,40.0,Low,2024-11-26 10:50:09
Borivali,601,96.74,High,2024-11-26 10:50:14
Dahisar,804,29.65,High,2024-11-26 10:50:19
Versova,96,31.7,Low,2024-11-26 10:50:24
Colaba,64,22.19,Low,2024-11-26 10:50:29
Vile Parle,538,93.75,Moderate,2024-11-26 10:50:34
Dadar,553,20.13,Low,2024-11-26 10:50:39
Kandivali West,956,28.38,Moderate,2024-11-26 10:50:44
Colaba,68,39.76,Low,2024-11-26 10:50:49
Dahisar,513,83.01,Low,2024-11-26 10:50:54
Chembur,325,37.7,Low,2024-11-26 10:50:59
Khar,608,42.07,Moderate,2024-11-26 10:51:04
Nariman Point,118,32.1,High,2024-11-26 10:51:09
Kandivali East,648,93.69,Low,2024-11-26 10:51:14
Marine Drive,141,98.13,Moderate,2024-11-26 10:51:19
Chembur,641,70.6,Moderate,2024-11-26 10:51:24
Dadar,427,67.36,Low,2024-11-26 10:51:29
Thane,998,92.74,High,2024-11-26 10:51:34
Marine Drive,790,34.86,Low,2024-11-26 10:51:39
Bhayandar,864,80.08,Moderate,2024-11-26 10:51:44
Worli,943,41.94,Low,2024-11-26 10:51:49
Lower Parel,871,54.12,Moderate,2024-11-26 10:51:54
Bhayandar,583,32.15,Moderate,2024-11-26 10:51:59
Sion,180,35.49,Moderate,2024-11-26 10:52:04
Khar,82,59.54,High,2024-11-26 10:52:09
Saki Naka,315,70.43,Moderate,2024-11-26 10:52:14
Dahisar,980,81.55,Moderate,2024-11-26 10:52:19
Sion,268,52.42,Moderate,2024-11-26 10:52:24
Marine Drive,281,24.37,Low,2024-11-26 10:52:29
Sion,919,28.34,Low,2024-11-26 10:52:34
Mulund,78,44.08,Moderate,2024-11-26 10:52:39
Matunga,423,62.25,Low,2024-11-26 10:52:44
Kandivali East,96,52.64,Low,2024-11-26 10:52:49
Parel,637,37.02,Moderate,2024-11-26 10:52:54
Kurla,399,33.68,Moderate,2024-11-26 10:52:59
Vile Parle,943,89.32,Moderate,2024-11-26 10:53:04
Matunga,52,54.59,Low,2024-11-26 10:53:09
Vile Parle,495,33.89,Low,2024-11-26 10:53:14
Bhayandar,949,82.65,Low,2024-11-26 10:53:19
Mulund,632,75.21,High,2024-11-26 10:53:24
Kandivali West,788,81.97,Low,2024-11-26 10:53:29
Kandivali East,458,29.73,High,2024-11-26 10:53:34
Kandivali,804,77.01,High,2024-11-26 10:53:39
Vashi,334,37.92,Low,2024-11-26 10:53:44
Mulund,160,95.93,Low,2024-11-26 10:53:49
Sion,200,49.29,High,2024-11-26 10:53:54
Ghatkopar,456,66.88,Moderate,2024-11-26 10:53:59
Thane,775,34.39,Moderate,2024-11-26 10:54:04
Dahisar,341,88.51,Low,2024-11-26 10:54:09
Dahisar,524,91.42,Moderate,2024-11-26 10:54:14
Parel,817,83.59,High,2024-11-26 10:54:19
Andheri,304,54.34,High,2024-11-26 10:54:24
Bandra,435,24.89,High,2024-11-26 10:54:29
Dahisar,444,30.35,High,2024-11-26 10:54:34
Kurla,204,72.94,Moderate,2024-11-26 10:54:39
Jogeshwari,739,32.53,High,2024-11-26 10:54:44
Parel,126,38.87,High,2024-11-26 10:54:49
Dadar,185,36.39,Moderate,2024-11-26 10:54:54
Vile Parle,805,99.05,Moderate,2024-11-26 10:54:59
Lower Parel,914,50.66,High,2024-11-26 10:55:04
Bandra,441,23.17,Low,2024-11-26 10:55:09
Vashi,105,56.47,Low,2024-11-26 10:55:14
